Country and territory,Year,GDP per capita,Population (historical estimates)
MYS,1977,4903,12218924
MYS,1978,5214,12543894
MYS,1979,5510,12875017
MYS,1980,5829,13215709
MYS,1981,6095,13564596
MYS,1982,6303,13921034
MYS,1983,6529,14292864
MYS,1984,6867,14686459
MYS,1985,6626,15108141
MYS,1986,6543,15558747
MYS,1987,6723,16033107
MYS,1988,7144,16524616
MYS,1989,7634,17020144
MYS,1990,8179,17517060
MYS,1991,8781.209,18017470
MYS,1992,9383.933,18526708
MYS,1993,10131.93,19050074
MYS,1994,10867.256,19588706
MYS,1995,11725.093,20136886
MYS,1996,12668.668,20689060
MYS,1997,13344.57,21249178
MYS,1998,12129.636,21810542
MYS,1999,12636.607,22368652
MYS,2000,13474.701,22945152
MYS,2001,13307.215,23542522
MYS,2002,13809.872,24142448
MYS,2003,14362.155,24739420
MYS,2004,15087.251,25333250
MYS,2005,15651.118,25923540
MYS,2006,16353.924,26509416
MYS,2007,17209.584,27092604
MYS,2008,17865.64,27664304
MYS,2009,17430.445,28217208
MYS,2010,18574.299,28717728
MYS,2011,19390,29184140
MYS,2012,20134,29660216
MYS,2013,20760,30134806
MYS,2014,21683,30606454
MYS,2015,22432,31068834
MYS,2016,23053,31526414
MYS,2017,24041.113,31975812
MYS,2018,24842.355,32399270
MYS,2019,,32804024
MYS,2020,,33199988
MYS,2021,,33573872
MDV,1950,,74497
MDV,1951,,75833
MDV,1952,,77229
MDV,1953,,78677
MDV,1954,,80208
MDV,1955,,81838
MDV,1956,,83579
MDV,1957,,85434
MDV,1958,,87407
MDV,1959,,89471
MDV,1960,,91666
MDV,1961,,93962
MDV,1962,,96347
MDV,1963,,98790
MDV,1964,,101254
MDV,1965,,104581
MDV,1966,,108726
MDV,1967,,112562
MDV,1968,,116063
MDV,1969,,119591
MDV,1970,,123256
MDV,1971,,127078
MDV,1972,,131004
MDV,1973,,134957
MDV,1974,,138953
MDV,1975,,143144
MDV,1976,,147480
MDV,1977,,151806
MDV,1978,,156039
MDV,1979,,160340
MDV,1980,,164900
MDV,1981,,169677
MDV,1982,,174531
MDV,1983,,179353
MDV,1984,,184398
MDV,1985,,190400
MDV,1986,,197237
MDV,1987,,204268
MDV,1988,,211172
MDV,1989,,217949
MDV,1990,,224976
MDV,1991,,232159
MDV,1992,,239146
MDV,1993,,245852
MDV,1994,,252211
MDV,1995,,258217
MDV,1996,,263861
MDV,1997,,269054
MDV,1998,,273806
MDV,1999,,278121
MDV,2000,,282520
MDV,2001,,287330
MDV,2002,,292293
MDV,2003,,297232
MDV,2004,,302142
MDV,2005,,307023
MDV,2006,,314411
MDV,2007,,325135
MDV,2008,,336890
MDV,2009,,349040
MDV,2010,,361579
MDV,2011,,374450
MDV,2012,,387552
MDV,2013,,400741
MDV,2014,,416746
MDV,2015,,435590
MDV,2016,,454263
MDV,2017,,472449
MDV,2018,,489773
MDV,2019,,504518
MDV,2020,,514451
MDV,2021,,521469
MLI,1950,728,4694920
MLI,1951,740,4760165
MLI,1952,752,4824835
MLI,1953,765,4888112
MLI,1954,778,4950995
MLI,1955,791,5014683
MLI,1956,803,5079263
MLI,1957,816,5144680
MLI,1958,830,5208918
MLI,1959,845,5275378
MLI,1960,851,5346797
MLI,1961,840,5420248
MLI,1962,827,5494850
MLI,1963,866,5570468
MLI,1964,888,5647381
MLI,1965,881,5726385
MLI,1966,899,5806572
MLI,1967,910,5888494
MLI,1968,923,5973764
MLI,1969,899,6061765
MLI,1970,934,6153586
MLI,1971,945,6247884
MLI,1972,971,6347159
MLI,1973,926,6455258
MLI,1974,883,6569275
MLI,1975,982,6687296
MLI,1976,1090,6807651
MLI,1977,1148,6935341
MLI,1978,1101,7072941
MLI,1979,1345,7218082
MLI,1980,1168,7372590
MLI,1981,1111,7532866
MLI,1982,1030,7696350
MLI,1983,1057,7863941
MLI,1984,1084,8030108
MLI,1985,1089,8187658
MLI,1986,1138,8334593
MLI,1987,1138,8474335
MLI,1988,1116,8617480
MLI,1989,1205,8774126
MLI,1990,1191,8945030
MLI,1991,1186.7577,9123965
MLI,1992,1115.406,9310571
MLI,1993,1115.1002,9506515
MLI,1994,1111.7854,9711802
MLI,1995,1100.2432,9921096
MLI,1996,1130.5096,10131913
MLI,1997,1160.9517,10359310
MLI,1998,1167.4326,10620471
MLI,1999,1192.3168,10916998
MLI,2000,1153.0461,11239103
MLI,2001,1309.2559,11583825
MLI,2002,1321.3387,11952660
MLI,2003,1391.2635,12342167
MLI,2004,1366.9832,12751997
MLI,2005,1414.7927,13180556
MLI,2006,1438.2079,13623541
MLI,2007,1441.2059,14080916
MLI,2008,1460.496,14551122
MLI,2009,1477.4185,15032645
MLI,2010,1504.9956,15529183
MLI,2011,1500,16039734
MLI,2012,1448,16514689
MLI,2013,1443,17004038
MLI,2014,1505,17551824
MLI,2015,1553,18112910
MLI,2016,1594,18700108
MLI,2017,1629.3593,19311356
MLI,2018,1667.295,19934304
MLI,2019,,20567430
MLI,2020,,21224042
MLI,2021,,21904990
MLT,1950,1573,291881
MLT,1951,1642,298201
MLT,1952,1701,304718
MLT,1953,1779,311425
MLT,1954,1844,317769
MLT,1955,1930,323606
MLT,1956,2150,328722
MLT,1957,2144,332607
MLT,1958,2255,335356
MLT,1959,2278,336972
MLT,1960,2383,337632
MLT,1961,2361,337127
MLT,1962,2260,335463
MLT,1963,2263,332905
MLT,1964,2343,329771
MLT,1965,2539,326409
MLT,1966,2828,322993
MLT,1967,3014,320158
MLT,1968,3309,318065
MLT,1969,3483,316463
MLT,1970,3889,315425
MLT,1971,3987,315103
MLT,1972,4299,315384
MLT,1973,4442,316204
MLT,1974,4863,317621
MLT,1975,5738,319626
MLT,1976,6684,322015
MLT,1977,7438,324653
MLT,1978,8080,327482
MLT,1979,8745,330476
MLT,1980,8920,333593
MLT,1981,9224,336625
MLT,1982,9526,339676
MLT,1983,9586,342891
MLT,1984,9797,346094
MLT,1985,10176,349122
MLT,1986,10584,352095
MLT,1987,10943,355177
MLT,1988,11765,358450
MLT,1989,12607,361913
MLT,1990,13259,365396
MLT,1991,13834.927,368676
MLT,1992,14341.302,371892
MLT,1993,14840.319,375257
MLT,1994,15539.06,378568
MLT,1995,16417.174,381860
MLT,1996,16932.047,385271
MLT,1997,17694.79,388843
MLT,1998,18488.666,392487
MLT,1999,19254.365,395993
MLT,2000,20434.549,399212
MLT,2001,20413.05,402163
MLT,2002,20873.984,404708
MLT,2003,21273.135,406926
MLT,2004,21233.002,408805
MLT,2005,21905.215,410217
MLT,2006,22233.717,411204
MLT,2007,23048.264,412091
MLT,2008,23674.594,413407
MLT,2009,22927.654,415509
MLT,2010,23632.625,418758
MLT,2011,23871,423577
MLT,2012,24301,429912
MLT,2013,25162,437531
MLT,2014,26998,446449
MLT,2015,28700,456585
MLT,2016,29817,467717
MLT,2017,30901.93,479507
MLT,2018,32028.912,491590
MLT,2019,,503646
MLT,2020,,515364
MLT,2021,,526751
MHL,1950,,13085
MHL,1951,,13334
MHL,1952,,13563
MHL,1953,,13774
MHL,1954,,13940
MHL,1955,,14087
MHL,1956,,14222
MHL,1957,,14352
MHL,1958,,14559
MHL,1959,,14927
MHL,1960,,15393
MHL,1961,,15890
MHL,1962,,16409
MHL,1963,,16969
MHL,1964,,17558
MHL,1965,,18178
MHL,1966,,18817
MHL,1967,,19688
MHL,1968,,21023
MHL,1969,,22644
MHL,1970,,23992
MHL,1971,,24704
MHL,1972,,25107
MHL,1973,,25544
MHL,1974,,26199
MHL,1975,,27066
MHL,1976,,27984
MHL,1977,,28933
MHL,1978,,29916
MHL,1979,,30920
MHL,1980,,32008
MHL,1981,,33237
MHL,1982,,34593
MHL,1983,,35998
MHL,1984,,37454
MHL,1985,,38983
MHL,1986,,40549
MHL,1987,,42141
MHL,1988,,43712
MHL,1989,,45008
MHL,1990,,46069
MHL,1991,,47079
MHL,1992,,48032
MHL,1993,,48961
MHL,1994,,49859
MHL,1995,,50723
MHL,1996,,51556
MHL,1997,,52376
MHL,1998,,53186
MHL,1999,,53852
MHL,2000,,54243
MHL,2001,,54430
MHL,2002,,54511
MHL,2003,,54517
MHL,2004,,54452
MHL,2005,,54356
MHL,2006,,54224
MHL,2007,,54061
MHL,2008,,53833
MHL,2009,,53616
MHL,2010,,53431
MHL,2011,,52991
MHL,2012,,52223
MHL,2013,,51372
MHL,2014,,50440
MHL,2015,,49426
MHL,2016,,48354
MHL,2017,,47204
MHL,2018,,46012
MHL,2019,,44750
MHL,2020,,43437
MHL,2021,,42074
MTQ,1950,,232006
MTQ,1951,,237529
MTQ,1952,,243390
MTQ,1953,,249582
MTQ,1954,,256153
MTQ,1955,,262177
MTQ,1956,,267488
MTQ,1957,,272950
MTQ,1958,,278566
MTQ,1959,,284299
MTQ,1960,,290102
MTQ,1961,,295692
MTQ,1962,,300750
MTQ,1963,,305290
MTQ,1964,,309585
MTQ,1965,,313801
MTQ,1966,,317859
MTQ,1967,,321376
MTQ,1968,,323853
MTQ,1969,,325379
MTQ,1970,,326440
MTQ,1971,,327084
MTQ,1972,,327398
MTQ,1973,,327474
MTQ,1974,,327776
MTQ,1975,,328803
MTQ,1976,,330293
MTQ,1977,,331655
MTQ,1978,,332600
MTQ,1979,,333259
MTQ,1980,,333798
MTQ,1981,,334723
MTQ,1982,,336863
MTQ,1983,,340272
MTQ,1984,,344350
MTQ,1985,,348739
MTQ,1986,,353347
MTQ,1987,,358155
MTQ,1988,,363118
MTQ,1989,,368415
MTQ,1990,,374280
MTQ,1991,,380973
MTQ,1992,,388251
MTQ,1993,,395567
MTQ,1994,,402801
MTQ,1995,,409952
MTQ,1996,,417051
MTQ,1997,,424146
MTQ,1998,,430307
MTQ,1999,,433427
MTQ,2000,,432555
MTQ,2001,,429324
MTQ,2002,,425469
MTQ,2003,,419148
MTQ,2004,,410136
MTQ,2005,,400375
MTQ,2006,,395559
MTQ,2007,,395828
MTQ,2008,,395490
MTQ,2009,,394219
MTQ,2010,,392183
MTQ,2011,,389625
MTQ,2012,,386991
MTQ,2013,,384725
MTQ,2014,,384393
MTQ,2015,,383523
MTQ,2016,,380350
MTQ,2017,,377458
MTQ,2018,,374843
MTQ,2019,,372254
MTQ,2020,,370399
MTQ,2021,,368799
MRT,1950,679,658563
MRT,1951,698,673332
MRT,1952,717,688710
MRT,1953,736,704649
MRT,1954,756,721236
MRT,1955,776,738585
MRT,1956,797,756734
MRT,1957,816,775706
MRT,1958,837,795601
MRT,1959,858,816489
MRT,1960,913,838486
MRT,1961,1055,861667
MRT,1962,1019,885944
MRT,1963,944,911296
MRT,1964,1208,937830
MRT,1965,1358,965627
MRT,1966,1345,994709
MRT,1967,1372,1025000
MRT,1968,1471,1056403
MRT,1969,1425,1088843
MRT,1970,1548,1122207
MRT,1971,1533,1156370
MRT,1972,1511,1191380
MRT,1973,1473,1227363
MRT,1974,1570,1264361
MRT,1975,1699,1302440
MRT,1976,1779,1341612
MRT,1977,1742,1381337
MRT,1978,1581,1421787
MRT,1979,1706,1463522
MRT,1980,1682,1506704
MRT,1981,1714,1551693
MRT,1982,1548,1598346
MRT,1983,1553,1646348
MRT,1984,1486,1695676
MRT,1985,1502,1746270
MRT,1986,1553,1798015
MRT,1987,1551,1851100
MRT,1988,1533,1905852
MRT,1989,1559,1955044
MRT,1990,1511,2006035
MRT,1991,1547.5435,2066307
MRT,1992,1559.9049,2147536
MRT,1993,1668.722,2237070
MRT,1994,1732.997,2315198
MRT,1995,1686.1978,2380345
MRT,1996,1873.0509,2428830
MRT,1997,1799.8252,2484287
MRT,1998,1841.2075,2550504
MRT,1999,1954.2294,2620616
MRT,2000,1934.742,2695018
MRT,2001,1964.4456,2761830
MRT,2002,1967.4482,2821709
MRT,2003,2076.2332,2883328
MRT,2004,2185.9502,2946583
MRT,2005,2371.0066,3012363
MRT,2006,2807.199,3081228
MRT,2007,2875.0347,3153519
MRT,2008,2895.665,3233342
MRT,2009,2855.5747,3322625
MRT,2010,2982.7488,3419462
MRT,2011,3104,3524250
MRT,2012,3213,3636122
MRT,2013,3319,3742965
MRT,2014,3459,3843181
MRT,2015,3424,3946225
MRT,2016,3407,4051896
MRT,2017,3431.4636,4160018
MRT,2018,3457.515,4270717
MRT,2019,,4383853
MRT,2020,,4498605
MRT,2021,,4614981
MUS,1950,3942,525445
MUS,1951,4022,540608
MUS,1952,4002,555896
MUS,1953,4006,569946
MUS,1954,4095,583047
MUS,1955,4095,596869
MUS,1956,4106,611537
MUS,1957,4136,626903
MUS,1958,4132,642899
MUS,1959,4251,659736
MUS,1960,4396,676690
MUS,1961,5254,693252
MUS,1962,5144,709824
MUS,1963,5745,726254
MUS,1964,5196,742494
MUS,1965,5227,758632
MUS,1966,4921,774468
MUS,1967,5035,789584
MUS,1968,4602,803770
MUS,1969,4758,817204
MUS,1970,4662,830125
MUS,1971,4804,842417
MUS,1972,5128,854043
MUS,1973,5668,865378
MUS,1974,6038,876746
MUS,1975,6030,888293
MUS,1976,7264,900173
MUS,1977,7610,912581
MUS,1978,7763,925843
MUS,1979,7889,940038
MUS,1980,6970,954876
MUS,1981,7264,969806
MUS,1982,7563,984181
MUS,1983,7516,998001
MUS,1984,7798,1011951
MUS,1985,8265,1025777
MUS,1986,9001,1039034
MUS,1987,9840,1051817
MUS,1988,10418,1064328
MUS,1989,10806,1076973
MUS,1990,11489,1090296
MUS,1991,11643.398,1104267
MUS,1992,12002.38,1118719
MUS,1993,12228.814,1133260
MUS,1994,12381.066,1147165
MUS,1995,12567.928,1160218
MUS,1996,12841.931,1172545
MUS,1997,13198.295,1184265
MUS,1998,13607.885,1194879
MUS,1999,13572.681,1205416
MUS,2000,14272.301,1215930
MUS,2001,14347.61,1225272
MUS,2002,14196.041,1233974
MUS,2003,14623.309,1242343
MUS,2004,14854.613,1250388
MUS,2005,14725.164,1258050
MUS,2006,15042.541,1264777
MUS,2007,15519.419,1270591
MUS,2008,15957.96,1275691
MUS,2009,16029.264,1279868
MUS,2010,16269.32,1283347
MUS,2011,16483,1286239
MUS,2012,16893,1288753
MUS,2013,17311,1290698
MUS,2014,17818,1292112
MUS,2015,18322,1293159
MUS,2016,18918,1293909
MUS,2017,19521.584,1294743
MUS,2018,20138.572,1295386
MUS,2019,,1296284
MUS,2020,,1297830
MUS,2021,,1298922
MYT,1950,,20568
MYT,1951,,20989
MYT,1952,,21434
MYT,1953,,21908
MYT,1954,,22414
MYT,1955,,22963
MYT,1956,,23544
MYT,1957,,24149
MYT,1958,,24796
MYT,1959,,25479
MYT,1960,,26189
MYT,1961,,26910
MYT,1962,,27674
MYT,1963,,28469
MYT,1964,,29303
MYT,1965,,30183
MYT,1966,,31133
MYT,1967,,32149
MYT,1968,,33208
MYT,1969,,34295
MYT,1970,,35403
MYT,1971,,36570
MYT,1972,,37824
MYT,1973,,39171
MYT,1974,,40596
MYT,1975,,42111
MYT,1976,,43727
MYT,1977,,45464
MYT,1978,,47401
MYT,1979,,49666
MYT,1980,,52256
MYT,1981,,55054
MYT,1982,,58056
MYT,1983,,61228
MYT,1984,,64608
MYT,1985,,68302
MYT,1986,,72460
MYT,1987,,77061
MYT,1988,,81993
MYT,1989,,87202
MYT,1990,,92670
MYT,1991,,98452
MYT,1992,,104569
MYT,1993,,111059
MYT,1994,,117871
MYT,1995,,124957
MYT,1996,,132206
MYT,1997,,139330
MYT,1998,,146091
MYT,1999,,152655
MYT,2000,,159225
MYT,2001,,165722
MYT,2002,,172184
MYT,2003,,178821
MYT,2004,,183761
MYT,2005,,187154
MYT,2006,,190921
MYT,2007,,195620
MYT,2008,,201002
MYT,2009,,206350
MYT,2010,,211794
MYT,2011,,217393
MYT,2012,,223586
MYT,2013,,230990
MYT,2014,,239717
MYT,2015,,249555
MYT,2016,,260296
MYT,2017,,271576
MYT,2018,,282968
MYT,2019,,294502
MYT,2020,,305591
MYT,2021,,316022
MEX,1950,3510,27600140
MEX,1951,3673,28328022
MEX,1952,3706,29061668
MEX,1953,3602,29822098
MEX,1954,3851,30616898
MEX,1955,4060,31452140
MEX,1956,4213,32325944
MEX,1957,4403,33239524
MEX,1958,4501,34180100
MEX,1959,4497,35179436
MEX,1960,4723,36268048
MEX,1961,4807,37439316
MEX,1962,4881,38683280
MEX,1963,5118,39982116
MEX,1964,5555,41333880
MEX,1965,5737,42737996
MEX,1966,5950,44180444
MEX,1967,6132,45656964
MEX,1968,6432,47170340
MEX,1969,6629,48714396
MEX,1970,6873,50289304
MEX,1971,6912,51897680
MEX,1972,7256,53543432
MEX,1973,7597,55228200
MEX,1974,7801,56945880
MEX,1975,8011,58691880
MEX,1976,8131,60452544
MEX,1977,8177,62262508
MEX,1978,8690,64124000
MEX,1979,9307,65972908
MEX,1980,9929,67705184
MEX,1981,10538,69233768
MEX,1982,10240,70656784
MEX,1983,9656,72080312
MEX,1984,9777,73489648
MEX,1985,9785,74872008
MEX,1986,9283,76224360
MEX,1987,9256,77553504
MEX,1988,9193,78892016
MEX,1989,9392,80233752
MEX,1990,9699,81720424
MEX,1991,10008.551,83351600
MEX,1992,10262.211,84993160
MEX,1993,10357.829,86648440
MEX,1994,10721.008,88314416
MEX,1995,9944.953,89969568
MEX,1996,10386.499,91586560
MEX,1997,11030.343,93183088
MEX,1998,11510.877,94767288
MEX,1999,11894.203,96334808
MEX,2000,12613.396,97873448
MEX,2001,12565.465,99394288
MEX,2002,12645.504,100917080
MEX,2003,12793.956,102429344
MEX,2004,13287.6,103945816
MEX,2005,13655.801,105442400
MEX,2006,14287.559,106886792
MEX,2007,14684.728,108302976
MEX,2008,14808.09,109684496
MEX,2009,14026.989,111049424
MEX,2010,14697.298,112532400
MEX,2011,15210,114150480
MEX,2012,15639,115755912
MEX,2013,15680,117290680
MEX,2014,15856,118755888
MEX,2015,16096,120149896
MEX,2016,16133,121519224
MEX,2017,16308.641,122839256
MEX,2018,16494.078,124013864
MEX,2019,,125085312
MEX,2020,,125998296
MEX,2021,,126705136
FSM,1950,,31934
FSM,1951,,32830
FSM,1952,,33776
FSM,1953,,34760
FSM,1954,,35770
FSM,1955,,36837
FSM,1956,,37963
FSM,1957,,39117
FSM,1958,,40324
FSM,1959,,41583
FSM,1960,,43006
FSM,1961,,44581
FSM,1962,,46216
FSM,1963,,47778
FSM,1964,,49254
FSM,1965,,50777
FSM,1966,,52364
FSM,1967,,53960
FSM,1968,,55575
FSM,1969,,57255
FSM,1970,,59014
FSM,1971,,60688
FSM,1972,,62281
FSM,1973,,63909
FSM,1974,,65571
FSM,1975,,67139
FSM,1976,,68619
FSM,1977,,70159
FSM,1978,,72003
FSM,1979,,74131
FSM,1980,,76317
FSM,1981,,78544
FSM,1982,,80830
FSM,1983,,83172
FSM,1984,,85561
FSM,1985,,87976
FSM,1986,,90415
FSM,1987,,92860
FSM,1988,,95004
FSM,1989,,96809
FSM,1990,,98616
FSM,1991,,100448
FSM,1992,,102908
FSM,1993,,106043
FSM,1994,,108858
FSM,1995,,110346
FSM,1996,,110798
FSM,1997,,111152
FSM,1998,,111424
FSM,1999,,111553
FSM,2000,,111725
FSM,2001,,111964
FSM,2002,,112005
FSM,2003,,111821
FSM,2004,,111447
FSM,2005,,110957
FSM,2006,,110317
FSM,2007,,109547
FSM,2008,,108718
FSM,2009,,107882
FSM,2010,,107606
FSM,2011,,107897
FSM,2012,,108248
FSM,2013,,108616
FSM,2014,,109039
FSM,2015,,109477
FSM,2016,,109934
FSM,2017,,110441
FSM,2018,,110945
FSM,2019,,111392
FSM,2020,,112119
FSM,2021,,113143
MDA,1950,,2370314
MDA,1951,,2430564
MDA,1952,,2494784
MDA,1953,,2563599
MDA,1954,,2637040
MDA,1955,,2714716
MDA,1956,,2795867
MDA,1957,,2879662
MDA,1958,,2964844
MDA,1959,,3049762
MDA,1960,,3133275
MDA,1961,,3213990
MDA,1962,,3289334
MDA,1963,,3358172
MDA,1964,,3420202
MDA,1965,,3476796
MDA,1966,,3529796
MDA,1967,,3579248
MDA,1968,,3625658
MDA,1969,,3669487
MDA,1970,,3711141
MDA,1971,,3751344
MDA,1972,,3790994
MDA,1973,8552,3831281
MDA,1974,,3872285
MDA,1975,,3913593
MDA,1976,,3954574
MDA,1977,,3994203
MDA,1978,,4031779
MDA,1979,,4067633
MDA,1980,9078,4103239
MDA,1981,9538,4139691
MDA,1982,10026,4178059
MDA,1983,10378,4218424
MDA,1984,10508,4259960
MDA,1985,9398,4300695
MDA,1986,9937,4343290
MDA,1987,9852,4388484
MDA,1988,9731,4428712
MDA,1989,10288,4459386
MDA,1990,9835,4480206
MDA,1991,7957.6885,4490929
MDA,1992,5546.366,4494901
MDA,1993,5383.8584,4493699
MDA,1994,3662.2087,4482513
MDA,1995,3558.8267,4461238
MDA,1996,3305.4966,4430199
MDA,1997,3322.479,4393794
MDA,1998,3078.0095,4353535
MDA,1999,2949.9065,4303942
MDA,2000,2989.535,4251571
MDA,2001,3150.6313,4200500
MDA,2002,3373.7092,4147644
MDA,2003,3575.268,4093984
MDA,2004,3813.4312,4046998
MDA,2005,4073.6736,4001380
MDA,2006,4243.0703,3942748
MDA,2007,4342.7456,3876847
MDA,2008,4652.4575,3812420
MDA,2009,4342.528,3749496
MDA,2010,4615.324,3678186
MDA,2011,4892,3595135
MDA,2012,4905,3507197
MDA,2013,5421,3416532
MDA,2014,5739,3338338
MDA,2015,5775,3277390
MDA,2016,6068,3225125
MDA,2017,6419.144,3180515
MDA,2018,6746.7285,3141839
MDA,2019,,3109496
MDA,2020,,3084848
MDA,2021,,3061509
MCO,1950,,19755
MCO,1951,,19926
MCO,1952,,19692
MCO,1953,,20043
MCO,1954,,20296
MCO,1955,,20452
MCO,1956,,20715
MCO,1957,,21089
MCO,1958,,21407
MCO,1959,,21649
MCO,1960,,21824
MCO,1961,,21932
MCO,1962,,22136
MCO,1963,,22469
MCO,1964,,22792
MCO,1965,,23046
MCO,1966,,23222
MCO,1967,,23301
MCO,1968,,23507
MCO,1969,,23902
MCO,1970,,24294
MCO,1971,,24637
MCO,1972,,24910
MCO,1973,,25128
MCO,1974,,25284
MCO,1975,,25549
MCO,1976,,25930
MCO,1977,,26270
MCO,1978,,26581
MCO,1979,,26861
MCO,1980,,27102
MCO,1981,,27310
MCO,1982,,27600
MCO,1983,,28007
MCO,1984,,28433
MCO,1985,,28833
MCO,1986,,29199
MCO,1987,,29524
MCO,1988,,29826
MCO,1989,,30104
MCO,1990,,30351
MCO,1991,,30593
MCO,1992,,30818
MCO,1993,,31053
MCO,1994,,31280
MCO,1995,,31505
MCO,1996,,31740
MCO,1997,,31994
MCO,1998,,32234
MCO,1999,,32418
MCO,2000,,32494
MCO,2001,,32466
MCO,2002,,32406
MCO,2003,,32346
MCO,2004,,32258
MCO,2005,,32162
MCO,2006,,32026
MCO,2007,,31841
MCO,2008,,31889
MCO,2009,,32428
MCO,2010,,33203
MCO,2011,,33971
MCO,2012,,34723
MCO,2013,,35449
MCO,2014,,36133
MCO,2015,,36781
MCO,2016,,37090
MCO,2017,,37069
MCO,2018,,37050
MCO,2019,,37059
MCO,2020,,36943
MCO,2021,,36713
MNG,1950,677,781264
MNG,1951,697,793058
MNG,1952,719,805035
MNG,1953,741,817524
MNG,1954,764,830704
MNG,1955,786,845000
MNG,1956,810,864384
MNG,1957,835,888964
MNG,1958,859,915704
MNG,1959,885,945444
MNG,1960,912,977906
MNG,1961,939,1011504
MNG,1962,966,1045316
MNG,1963,996,1075886
MNG,1964,1027,1104021
MNG,1965,1057,1134072
MNG,1966,1087,1165753
MNG,1967,1122,1198202
MNG,1968,1154,1230411
MNG,1969,1189,1261889
MNG,1970,1226,1293885
MNG,1971,1246,1327784
MNG,1972,1256,1363842
MNG,1973,1328,1402316
MNG,1974,1342,1443134
MNG,1975,1387,1485696
MNG,1976,1401,1529093
MNG,1977,1470,1572522
MNG,1978,1537,1615862
MNG,1979,1556,1657457
MNG,1980,1618,1697787
MNG,1981,1714,1739225
MNG,1982,1814,1781808
MNG,1983,1876,1825782
MNG,1984,1940,1871654
MNG,1985,2004,1919755
MNG,1986,2142,1969916
MNG,1987,2168,2021507
MNG,1988,2227,2073778
MNG,1989,2232,2120835
MNG,1990,2123,2161440
MNG,1991,1976.0231,2200077
MNG,1992,1841.0125,2236503
MNG,1993,1846.2256,2270313
MNG,1994,1955.4773,2301514
MNG,1995,2147.8286,2330339
MNG,1996,2271.7986,2357038
MNG,1997,2445.0127,2381777
MNG,1998,2620.489,2405156
MNG,1999,2801.8618,2428500
MNG,2000,2936.0627,2450988
MNG,2001,3133.556,2472612
MNG,2002,3401.9465,2494622
MNG,2003,3775.438,2516461
MNG,2004,4334.2314,2537955
MNG,2005,4822.2334,2559258
MNG,2006,5426.8535,2581245
MNG,2007,6196.5894,2605647
MNG,2008,6982.1465,2633896
MNG,2009,7126.8086,2666718
MNG,2010,7830.064,2702527
MNG,2011,9484,2743946
MNG,2012,10493,2792354
MNG,2013,11545,2845160
MNG,2014,12283,2902826
MNG,2015,12398,2964756
MNG,2016,12360,3029559
MNG,2017,12767.816,3096033
MNG,2018,13382.542,3163994
MNG,2019,,3232435
MNG,2020,,3294340
MNG,2021,,3347782
MNE,1950,,402266
MNE,1951,,409637
MNE,1952,1784,418821
MNE,1953,1570,427834
MNE,1954,1581,434973
MNE,1955,2099,441386
MNE,1956,1906,447687
MNE,1957,2125,453970
MNE,1958,2072,460327
MNE,1959,2200,466738
MNE,1960,2439,473055
MNE,1961,2922,479342
MNE,1962,2847,485549
MNE,1963,3217,491573
MNE,1964,3732,497449
MNE,1965,3802,503202
MNE,1966,3948,508911
MNE,1967,3995,514511
MNE,1968,4160,519972
MNE,1969,4546,525266
MNE,1970,4857,530271
MNE,1971,4994,535488
MNE,1972,5206,541275
MNE,1973,5137,547221
MNE,1974,5394,553233
MNE,1975,5512,559283
MNE,1976,5740,565348
MNE,1977,6298,571417
MNE,1978,6583,577418
MNE,1979,6523,583341
MNE,1980,7992,589334
MNE,1981,7635,594074
MNE,1982,7790,596976
MNE,1983,7610,599337
MNE,1984,7828,601826
MNE,1985,7804,604622
MNE,1986,8021,607633
MNE,1987,7592,610820
MNE,1988,7299,614277
MNE,1989,7278,617866
MNE,1990,6605,621450
MNE,1991,6068.2153,624961
MNE,1992,4605.299,627669
MNE,1993,2981.8047,629560
MNE,1994,3073.9207,630973
MNE,1995,3571.0725,632066
MNE,1996,4663.16,633014
MNE,1997,5121.728,633610
MNE,1998,5522.1045,633912
MNE,1999,5142.729,633728
MNE,2000,6046.142,633330
MNE,2001,6429.561,633062
MNE,2002,6897.725,632745
MNE,2003,7445.0503,632356
MNE,2004,8193.75,632550
MNE,2005,9002.218,632885
MNE,2006,10307.647,632551
MNE,2007,12027.43,631931
MNE,2008,13550.356,631475
MNE,2009,13459.499,631187
MNE,2010,14509.766,631048
MNE,2011,15747,631801
MNE,2012,15421,633053
MNE,2013,16064,633951
MNE,2014,16437,634301
MNE,2015,17249,633969
MNE,2016,17741,633264
MNE,2017,18568.896,632445
MNE,2018,19504.158,631459
MNE,2019,,630403
MNE,2020,,629058
MNE,2021,,627856
MSR,1950,,13011
MSR,1951,,12997
MSR,1952,,12960
MSR,1953,,13074
MSR,1954,,13382
MSR,1955,,13452
MSR,1956,,13231
MSR,1957,,12961
MSR,1958,,12655
MSR,1959,,12345
MSR,1960,,12128
MSR,1961,,12018
MSR,1962,,11949
MSR,1963,,11889
MSR,1964,,11819
MSR,1965,,11749
MSR,1966,,11677
MSR,1967,,11612
MSR,1968,,11545
MSR,1969,,11472
MSR,1970,,11423
MSR,1971,,11431
MSR,1972,,11464
MSR,1973,,11496
MSR,1974,,11532
MSR,1975,,11553
MSR,1976,,11577
MSR,1977,,11576
MSR,1978,,11567
MSR,1979,,11541
MSR,1980,,11472
MSR,1981,,11392
